0,109
0,177
0,310
0,355
2,57
2,106
2,230
2,310
2,345
3,29
3,210
3,240
3,251
3,315
5,88
5,136
5,190
5,210
12,46
12,50
12,57
12,62
12,88
12,105
12,106
12,128
12,173
12,204
12,209
12,230
12,240
12,243
12,315
12,319
12,345
17,203
20,302
21,310
24,50
24,109
27,52
27,57
27,59
27,164
27,166
27,240
27,282
27,300
27,310
27,360
28,109
29,55
29,57
29,92
29,105
29,106
29,109
29,172
29,173
29,203
29,210
29,219
29,223
29,240
29,250
29,251
29,267
29,292
29,302
29,315
29,376
30,85
31,43
31,55
31,57
31,85
31,106
31,109
31,166
31,177
31,181
31,190
31,203
31,223
31,227
31,230
31,251
31,267
31,302
31,313
31,315
31,320
31,342
31,345
31,377
34,50
34,53
34,55
34,80
34,177
34,310
35,46
35,210
35,223
35,309
35,310
35,344
38,55
38,88
38,129
38,175
38,210
38,309
38,310
38,315
38,344
43,55
43,57
43,81
43,83
43,88
43,109
43,174
43,175
43,178
43,180
43,181
43,191
43,210
43,223
43,227
43,240
43,251
43,289
43,310
43,315
43,320
43,342
43,373
46,49
46,52
46,55
46,57
46,62
46,78
46,88
46,98
46,106
46,109
46,128
46,129
46,173
46,175
46,177
46,180
46,191
46,200
46,203
46,204
46,209
46,210
46,211
46,223
46,240
46,251
46,292
46,302
46,310
46,315
46,319
46,333
46,344
46,353
46,355
46,360
46,373
46,381
46,382
49,55
49,57
49,319
49,389
50,53
50,55
50,57
50,62
50,88
50,98
50,105
50,106
50,109
50,128
50,135
50,159
50,173
50,175
50,177
50,209
50,210
50,240
50,243
50,250
50,251
50,267
50,273
50,276
50,309
50,310
50,315
50,319
50,381
52,55
52,57
52,59
52,62
52,88
52,109
52,130
52,164
52,165
52,166
52,168
52,173
52,190
52,200
52,207
52,209
52,210
52,223
52,230
52,240
52,250
52,276
52,291
52,302
52,310
52,315
52,345
52,389
53,54
53,55
53,57
53,78
53,79
53,98
53,109
53,168
53,177
53,210
53,250
53,252
53,273
53,276
53,277
53,309
53,310
53,376
54,55
54,57
54,78
54,79
54,177
54,331
55,57
55,62
55,78
55,79
55,80
55,88
55,97
55,98
55,105
55,106
55,109
55,119
55,128
55,129
55,142
55,159
55,166
55,168
55,171
55,173
55,175
55,177
55,180
55,181
55,185
55,190
55,191
55,200
55,203
55,204
55,207
55,209
55,210
55,220
55,223
55,228
55,230
55,240
55,243
55,250
55,251
55,252
55,267
55,273
55,276
55,277
55,292
55,302
55,307
55,308
55,309
55,310
55,315
55,319
55,344
55,345
55,354
55,355
55,360
55,368
55,372
55,376
55,377
55,381
56,76
57,58
57,59
57,62
57,75
57,76
57,78
57,84
57,88
57,89
57,91
57,98
57,105
57,106
57,109
57,120
57,128
57,129
57,130
57,135
57,139
57,159
57,165
57,166
57,168
57,172
57,173
57,174
57,175
57,176
57,177
57,180
57,181
57,190
57,191
57,200
57,203
57,204
57,207
57,209
57,210
57,218
57,220
57,223
57,228
57,230
57,240
57,243
57,250
57,251
57,252
57,267
57,273
57,276
57,280
57,291
57,292
57,302
57,308
57,309
57,310
57,315
57,319
57,331
57,333
57,344
57,345
57,353
57,354
57,355
57,373
57,376
57,378
57,381
57,382
57,389
58,200
59,166
59,240
60,173
62,79
62,88
62,98
62,105
62,106
62,109
62,128
62,129
62,159
62,172
62,173
62,175
62,176
62,177
62,180
62,204
62,209
62,210
62,240
62,243
62,267
62,276
62,309
62,310
62,315
62,319
62,381
63,319
63,381
68,159
76,109
76,381
78,79
78,177
78,252
78,277
78,292
78,310
78,376
79,98
79,177
79,277
80,277
80,310
82,223
83,109
83,175
83,210
83,243
83,373
83,381
84,88
84,109
84,173
84,175
84,210
85,304
88,109
88,127
88,128
88,129
88,130
88,168
88,169
88,173
88,174
88,175
88,177
88,180
88,181
88,185
88,191
88,200
88,203
88,204
88,209
88,210
88,220
88,223
88,228
88,240
88,243
88,251
88,273
88,292
88,309
88,310
88,315
88,319
88,344
88,353
88,354
88,372
88,373
88,378
88,381
88,382
88,389
92,106
92,109
92,172
92,173
92,210
92,219
92,240
92,315
97,129
97,175
97,203
97,310
97,354
98,105
98,106
98,109
98,173
98,210
98,252
98,310
98,319
105,109
105,172
105,173
105,177
105,200
105,203
105,210
105,230
105,240
105,251
105,310
105,381
106,109
106,165
106,166
106,172
106,173
106,175
106,177
106,203
106,204
106,209
106,210
106,211
106,218
106,219
106,223
106,230
106,240
106,251
106,267
106,273
106,276
106,292
106,302
106,310
106,315
106,319
106,345
106,374
106,376
106,381
109,114
109,127
109,128
109,129
109,130
109,135
109,159
109,168
109,172
109,173
109,174
109,175
109,176
109,177
109,180
109,181
109,185
109,190
109,191
109,200
109,202
109,203
109,209
109,210
109,211
109,218
109,222
109,223
109,227
109,228
109,230
109,233
109,240
109,243
109,250
109,251
109,252
109,267
109,273
109,276
109,280
109,291
109,292
109,302
109,305
109,309
109,310
109,315
109,319
109,331
109,342
109,344
109,345
109,353
109,354
109,355
109,373
109,377
109,381
109,382
109,389
114,210
114,250
114,267
114,302
114,381
122,130
124,173
127,175
128,173
128,177
128,200
128,209
128,210
128,230
128,240
128,251
128,276
128,310
128,315
128,345
128,381
129,159
129,171
129,173
129,175
129,177
129,180
129,191
129,200
129,203
129,210
129,250
129,273
129,302
129,305
129,309
129,310
129,315
129,348
129,353
129,354
129,380
130,203
130,210
130,250
130,309
130,310
130,319
134,175
134,203
134,230
134,240
134,302
134,310
134,315
134,359
135,173
135,319
153,308
154,310
155,359
159,172
159,173
159,180
159,210
159,240
159,267
159,273
159,280
159,302
159,310
159,315
160,310
164,166
164,310
165,173
165,207
165,230
165,310
165,345
166,173
166,207
166,209
166,230
166,240
166,307
166,310
166,315
166,345
166,368
168,173
168,175
168,177
168,210
168,250
168,309
168,310
168,381
169,223
171,175
171,310
172,173
172,177
172,203
172,204
172,209
172,210
172,218
172,219
172,223
172,230
172,240
172,250
172,267
172,291
172,292
172,302
172,309
172,315
172,376
173,175
173,177
173,180
173,200
173,203
173,204
173,209
173,210
173,223
173,230
173,240
173,243
173,250
173,251
173,267
173,276
173,292
173,302
173,309
173,310
173,315
173,319
173,333
173,344
173,345
173,373
173,389
174,181
174,200
174,209
174,210
174,223
174,251
174,342
175,176
175,177
175,180
175,185
175,191
175,200
175,203
175,209
175,210
175,223
175,228
175,240
175,243
175,250
175,267
175,273
175,292
175,302
175,309
175,310
175,315
175,319
175,331
175,353
175,354
175,373
175,381
176,191
176,310
176,331
176,353
176,373
177,181
177,185
177,200
177,203
177,209
177,210
177,230
177,240
177,243
177,250
177,251
177,252
177,273
177,276
177,277
177,282
177,292
177,302
177,309
177,310
177,315
177,319
177,331
177,345
177,354
177,355
177,360
177,372
177,373
177,376
177,381
180,191
180,200
180,203
180,210
180,243
180,250
180,267
180,305
180,310
180,315
180,353
180,373
180,381
181,185
181,200
181,209
181,210
181,223
181,230
181,251
181,310
181,315
181,342
185,210
185,250
185,251
185,310
185,315
185,355
190,211
190,228
190,230
190,310
190,313
190,345
191,210
191,251
191,309
191,310
191,315
191,331
191,353
191,354
191,373
191,381
191,382
194,310
194,389
200,203
200,209
200,210
200,223
200,230
200,240
200,250
200,251
200,292
200,310
200,315
200,378
200,381
202,243
202,290
203,209
203,210
203,211
203,220
203,230
203,240
203,243
203,250
203,252
203,273
203,289
203,292
203,302
203,305
203,309
203,310
203,315
203,345
203,354
203,368
203,373
203,376
203,381
203,389
204,209
204,220
204,228
204,240
204,273
204,307
204,310
204,315
204,376
205,313
207,230
207,250
207,286
207,310
207,315
207,345
209,210
209,220
209,223
209,230
209,240
209,243
